Event.Num,Jet.PT,Jet.Eta,Jet.Phi,Jet.Mass,label
142,325.69647000000003,1.4212777,0.8653466999999999,84.483215,0.0
143,314.20198999999997,-0.577683,-0.941409,86.085289,0.0
144,363.81344,0.8005346,-1.148359,96.02865600000001,0.0
145,264.70697,-1.4904899999999999,-0.86377,110.57918000000001,0.0
146,301.62063,1.2697112,1.4935356000000002,51.450038,0.0
147,375.06152000000003,1.7852313999999998,-0.49589099999999997,100.16627,0.0
148,319.68652000000003,-0.46053299999999997,-2.929102,82.667266,0.0
149,421.29388,-0.8381549999999999,1.9951202000000001,120.42448999999999,0.0
150,302.8002,-1.211287,2.69211,74.688034,0.0
151,413.34524,-0.637199,-2.084402,93.695564,0.0
152,333.78085,-0.933154,-1.017053,72.159774,0.0
153,397.91024,-1.1479709999999999,2.4820215,75.28501800000001,0.0
155,428.11978,-1.3918030000000001,0.41774920000000004,81.68914000000001,0.0
156,389.61633,0.8996369000000001,-2.254469,103.54641,0.0
157,419.06744,0.21243910000000002,-2.787415,122.48398999999999,0.0
159,442.48760999999996,-1.680877,0.40647059999999996,96.595878,0.0
160,386.17547,-0.076378,0.6035281,91.676376,0.0
162,390.77929,1.0967098,-0.296144,95.053009,0.0
163,286.01242,0.7362781999999999,3.1150112,84.063369,0.0
164,267.86953,0.111384,-0.7009890000000001,79.098083,0.0
165,308.05746,-1.30466,-2.544302,93.856323,0.0
166,376.44146,1.1948348999999998,0.3249351,115.45808999999998,0.0
167,394.8562,1.6859825000000002,0.37476809999999994,91.24363699999999,0.0
169,399.15615,1.2935971000000002,2.6048851,122.75415,0.0
171,343.25036,0.7579045,2.481194,86.760551,0.0
172,381.2756,0.6917892,-0.095864,85.977615,0.0
173,339.5173,0.4624167,1.3539636999999998,80.795799,0.0
174,347.5921,0.43010290000000007,-0.442586,154.66392,0.0
175,397.82009,-1.599334,-0.933478,92.664146,0.0
176,258.6416,-0.793571,-2.611985,35.709861,0.0
177,335.61706000000004,-1.474443,-2.669841,139.94218,0.0
178,311.1654,-1.850281,1.6220624,87.996215,0.0
179,396.44506,-0.5451159999999999,-0.362541,71.611808,0.0
180,293.92953,0.5591520000000001,-0.974784,72.557594,0.0
181,363.39346,1.8340154,0.9148261999999999,109.21753999999999,0.0
182,476.02725,-0.038963,-1.591204,103.54342,0.0
184,330.8334,1.4482221000000002,-3.110528,98.31399499999999,0.0
185,397.29513,-1.7094189999999998,-2.831857,103.32949,0.0
187,384.83092999999997,1.4192441,0.1787005,62.38823299999999,0.0
188,517.56701,-0.152229,-3.0480549999999997,67.447227,0.0
190,313.29391,0.8462653,-2.281183,112.52707,0.0
191,393.56295,-0.499799,1.8072264,94.354438,0.0
193,512.34582,1.1245427,3.0847322,73.699508,0.0
194,493.7153,0.15674949999999999,-1.38432,89.066978,0.0
195,257.5707,0.8255014999999999,0.8290959999999999,79.527,0.0
197,362.68383,-0.807125,1.4361475000000001,59.984840000000005,0.0
198,353.66436,0.5911914,3.1171267000000005,116.20908,0.0
199,367.07394,0.414029,-2.1025099999999997,132.90113,0.0
201,491.48159000000004,0.036913699999999994,-0.001645,122.27977,0.0
202,274.169,-1.484404,-0.495675,84.80735,0.0
204,373.65539,0.4722304,-2.820395,86.81224,0.0
206,447.15197,0.3828129,1.6126040000000001,68.992248,0.0
208,309.86096000000003,-0.865116,-0.307158,91.514152,0.0
209,357.4783,-0.119224,2.8336255,92.311599,0.0
210,374.90087,0.2051223,0.38947790000000004,121.34806999999999,0.0
212,344.46398,-0.764509,-2.259807,83.551612,0.0
213,347.66,-1.0625719999999998,2.0400712,75.339027,0.0
214,437.28619000000003,-0.579537,-0.240669,77.337211,0.0
218,352.7695,-1.969329,0.5832647,84.740623,0.0
219,319.1567,-2.3979630000000003,0.1975161,82.846351,0.0
220,381.50671,0.10506010000000002,-0.524076,87.872436,0.0
221,398.90133,-0.40115,-0.9699780000000001,94.07729300000001,0.0
222,269.38882,-0.602945,-1.087094,82.4225,0.0
223,288.81192000000004,-2.191879,0.4767014,95.933036,0.0
224,342.03643,0.6719582,1.5005335,80.402687,0.0
225,326.70224,-0.447589,3.0193455,88.494339,0.0
226,313.63482,-0.37800700000000004,0.0986518,68.10970999999999,0.0
227,416.56048,1.3603020000000001,1.1039191000000002,83.472923,0.0
228,349.44189,-0.32318,1.8361668000000002,80.860275,0.0
229,267.55712,-2.174223,1.1445871,57.074791000000005,0.0
230,374.0552,-0.662725,1.0134621,87.278465,0.0
231,369.31143,-1.711754,0.6785640000000001,78.177749,0.0
232,375.16397,-1.466899,-2.8701369999999997,88.658126,0.0
233,375.78805,-1.008624,2.793925,103.95172,0.0
234,399.11782,0.26655059999999997,-0.133518,92.25460799999999,0.0
235,503.38427,0.45150690000000004,-2.968993,98.838722,0.0
236,438.75805,-1.257952,2.9420864,89.810119,0.0
237,472.34069000000005,1.5638253,1.0192699,97.175079,0.0
238,274.02819,-0.9197290000000001,-1.6812610000000001,63.235401,0.0
239,348.69229,1.501484,-0.089314,97.709701,0.0
240,314.85046,2.0694825,0.680665,79.881279,0.0
241,347.67987,2.0442752,-3.079031,87.023292,0.0
242,396.70575,0.7522484,1.50206,62.752596999999994,0.0
244,322.8189,-1.982768,-0.8736870000000001,79.564582,0.0
245,273.03778,-0.148589,-1.980606,77.88336899999999,0.0
246,285.19812,-2.1184849999999997,0.3890781,80.33699,0.0
247,384.69595,0.714448,2.8861906000000004,110.71763,0.0
248,367.30782999999997,-1.185558,3.0493468999999997,65.622764,0.0
249,296.24615,-1.611615,1.5340837,65.608551,0.0
250,325.43093,1.2606875,1.1432274,100.37652,0.0
251,344.38208,-2.430207,1.6702473000000002,75.07884200000001,0.0
252,319.19296,-0.325325,-1.339941,132.1741,0.0
253,368.58685,-1.892259,-0.90995,114.62413000000001,0.0
254,354.80312999999995,-0.419371,1.8029668,88.75535500000001,0.0
255,373.43203,-0.995132,-1.594182,65.97614200000001,0.0
259,380.41857000000005,-1.5827129999999998,0.0218257,73.063461,0.0
260,415.49932,-2.028922,-0.8230780000000001,88.120582,0.0
261,291.5325,1.5103852,-2.1716740000000003,89.160156,0.0
262,361.99642,-1.7764830000000003,-3.0458060000000002,92.79807199999999,0.0
263,364.85272000000003,-0.23619600000000002,1.8382006000000002,98.870086,0.0
264,370.70849,-1.772087,0.30481220000000003,79.652854,0.0
265,361.41186,-1.90357,-0.955591,109.55606999999999,0.0
266,293.94088,-1.103816,-2.644778,117.44797,0.0
267,447.37735,1.0266308000000002,-0.31804699999999997,180.53097,0.0
268,430.75462999999996,-0.521533,1.0498687,140.25363000000002,0.0
270,303.26931,-1.390652,3.0350167000000003,94.892257,0.0
273,320.96267,1.1874185,-1.274238,56.838443000000005,0.0
275,399.45489,-1.3003209999999998,3.0764615,85.405273,0.0
276,435.58795,0.7363185,-2.410749,73.831108,0.0
277,368.91107,0.5306929,-1.387915,74.19268000000001,0.0
278,291.99771,-1.092862,-1.44494,66.422912,0.0
280,444.51632,2.7090394,1.8289022000000001,153.11663000000001,0.0
281,390.33206,-1.379666,-2.039133,114.2156,0.0
282,283.93664,1.6441822,1.3698668999999999,88.67734499999999,0.0
283,351.18627000000004,-0.365046,-0.49495200000000006,85.355712,0.0
286,280.65722,1.1847361,-1.9817,75.796524,0.0
287,368.7452,-1.1758879999999998,-0.753112,99.243652,0.0
288,390.94342,-0.885648,-2.8558,124.48111000000002,0.0
289,432.53216,0.9164223,0.30281790000000003,79.28562099999999,0.0
290,367.24922999999995,-0.9472379999999999,-2.30304,43.666118,0.0
291,334.34289,1.7994546000000002,-0.19531400000000002,66.550659,0.0
292,315.68712999999997,0.4552675,1.8981846000000002,96.52731999999999,0.0
294,407.4425,-1.032865,-1.6846849999999998,113.98078000000001,0.0
295,270.21035,0.342595,-0.825749,82.802116,0.0
296,326.00085,1.9085031000000003,2.6999495,89.83931700000001,0.0
298,328.65252000000004,-0.549443,-1.7234779999999998,77.856773,0.0
299,398.60199,1.9197475,-1.320339,105.85635,0.0
300,305.66391,-0.37605500000000003,-0.903217,60.825168000000005,0.0
301,380.95448999999996,-0.281134,1.8782876,78.28984,0.0
303,271.05647999999997,1.9076607,-1.196142,115.81881000000001,0.0
304,354.4634,0.9356507,2.7668137,95.962242,0.0
306,398.20095,-1.787104,1.7311546000000002,132.45773,0.0
307,386.22421,-0.642652,0.0310829,74.197486,0.0
309,266.50705,-0.623359,-2.258795,64.807029,0.0
310,287.36776000000003,0.5956504,2.1223064999999997,79.057457,0.0
311,361.56051,1.2687667999999999,-0.701573,97.85116500000001,0.0
312,360.30392,-1.192971,-2.3070619999999997,85.639686,0.0
313,456.81475,0.5032762,0.28351570000000004,74.162559,0.0
315,293.63476,-0.678149,1.9802821,86.23264300000001,0.0
316,281.40756,-1.4171209999999999,-1.745709,54.864799,0.0
317,509.74054,0.8918780999999999,-1.317343,87.873352,0.0
318,288.26342,1.5619214,-2.1689979999999998,93.995887,0.0
320,306.93318999999997,-0.26257800000000003,-2.746423,123.34066000000001,0.0
321,412.68795,0.0336741,-2.8294,83.278633,0.0
323,342.31286,-0.26108000000000003,-2.50095,91.423141,0.0
326,359.64912999999996,-1.496828,-2.2061900000000003,77.405036,0.0
327,396.09887000000003,0.43000959999999994,0.21357129999999996,107.99941000000001,0.0
329,276.62149,0.4098915,-2.659881,62.649517,0.0
331,418.64447,0.7392333000000001,-1.1054540000000002,102.39695,0.0
332,286.497,2.0116424,-3.045216,106.23026999999999,0.0
333,315.16906,0.1532228,-2.194994,96.59221600000001,0.0
334,356.83377,0.6101173000000001,-2.927829,82.542457,0.0
335,371.98022000000003,1.2850246,0.906085,83.141502,0.0
336,386.68057000000005,0.6342144000000001,2.4266077999999998,95.655609,0.0
337,407.94207,1.2532510000000001,-2.347685,94.444358,0.0
338,368.67278999999996,-1.985393,-0.23129699999999997,89.14553000000001,0.0
339,386.5928,1.533374,-2.887377,80.7192,0.0
340,423.08822000000004,1.1124635,-1.663155,112.59606000000001,0.0
343,439.13739000000004,-1.590853,-1.611793,97.654411,0.0
345,353.64614,-1.602857,-2.186211,87.112274,0.0
346,265.5028,0.507049,-0.570905,78.44345799999999,0.0
347,432.21923,-0.11920399999999999,3.0424592,140.50433999999998,0.0
349,265.53201,0.4612521,-1.1394959999999998,90.403747,0.0
350,393.76623,-0.761899,2.594835,71.45861,0.0
354,382.75396,-0.024521,1.3893249,130.27877,0.0
355,390.56176,-1.72724,0.2489741,117.82983999999999,0.0
356,306.37472,0.8649973,-1.379027,92.144447,0.0
357,342.00228,-0.233657,2.6026928,104.10752,0.0
359,421.2922,-0.387888,1.9780346000000002,85.641288,0.0
360,371.20904,0.3701262,2.0367002,107.00901999999999,0.0
361,270.15542,-1.910925,1.2334418,85.654274,0.0
362,347.52853,1.0701643,2.0026662,102.34201,0.0
363,333.72256,-0.657011,2.2936408,94.229713,0.0
365,288.51669,1.5720382,2.822236,82.981178,0.0
366,345.84915,-0.986583,1.9475776999999999,69.22770600000001,0.0
368,322.53595,1.0058881,-2.845728,67.13851899999999,0.0
369,355.42941,-0.26010700000000003,1.0722688,80.058219,0.0
371,426.32949,-2.132561,-1.1849530000000001,135.03617,0.0
372,373.91677000000004,0.7393211,3.0517826,87.188964,0.0
373,394.84902999999997,-1.345329,-0.478491,103.09206999999999,0.0
374,316.34472,0.1882287,-0.7980520000000001,66.843597,0.0
375,314.27975,-1.0819809999999999,-1.051934,59.240356000000006,0.0
376,384.01681,-1.034642,-0.219771,98.043006,0.0
377,371.15533,-0.253732,1.7776613999999997,85.873405,0.0
378,389.37414,0.3359635,1.7149932,80.17133299999999,0.0
379,539.60388,0.02535,0.011296899999999999,199.62743999999998,0.0
380,351.44986,2.1470922999999997,1.5731787,143.22595,0.0
382,450.71407999999997,0.31464380000000003,-0.13546,87.700676,0.0
383,291.13009,2.347716,-3.118655,90.416366,0.0
384,396.00534,-1.973398,-2.989317,127.72956,0.0
385,309.89538,0.0385543,-2.340625,85.8992,0.0
386,298.98528999999996,0.1145292,0.7700209,79.274238,0.0
388,338.53533,-0.594716,1.1390117,105.2377,0.0
389,272.19613,2.643522,-1.497112,92.766456,0.0
390,338.0274,0.10068769999999999,-0.069097,86.515388,0.0
391,355.36767000000003,1.5596863,-1.043223,92.707695,0.0
393,382.16479,0.6502656,1.7806847,87.649528,0.0
394,314.94487999999996,1.8533645,-2.6698459999999997,84.938324,0.0
395,446.30312999999995,-1.368384,0.3762777,74.011131,0.0
396,370.86102,1.4617823,1.7297791,92.01065,0.0
397,304.64642000000003,1.6967753,0.41588909999999996,70.120346,0.0
398,405.76628999999997,-2.113365,2.3556790000000003,111.42839,0.0
399,417.63167999999996,-1.2548709999999998,-2.919781,120.77468,0.0
401,624.7554299999999,-1.3583319999999999,-1.9307439999999998,98.871589,0.0
402,375.05484,-1.362231,-0.8849440000000001,101.25367,0.0
403,522.10314,-1.368124,2.8646271,60.49687900000001,0.0
404,274.46231,1.1121447,0.9419940999999998,34.082981,0.0
405,340.64273,-0.9706940000000001,-1.469716,76.530624,0.0
406,373.30147999999997,-0.770779,-1.102992,81.667541,0.0
407,393.62768,1.0452697,-1.270138,77.262527,0.0
408,407.02083999999996,-0.724557,2.6207394,93.57686600000001,0.0
409,306.78482,-1.4333770000000001,0.0263313,92.123558,0.0
410,410.69982000000005,1.5380354999999999,-0.352242,109.71553999999999,0.0
411,351.53747000000004,-1.3556979999999998,1.5451251,122.03476,0.0
412,386.11373,-1.815136,1.5087553999999999,136.80583000000001,0.0
413,455.05415999999997,-0.197963,-1.8842700000000001,78.602462,0.0
414,386.17647999999997,0.1195255,-0.9331719999999999,89.257026,0.0
415,384.77529,2.4614017,2.5453455000000003,118.5278,0.0
417,306.34979,-1.6525439999999998,-2.128245,73.896675,0.0
419,304.76767,-1.600876,-1.452974,78.932663,0.0
421,485.20544,1.2356941000000001,-2.426952,161.17921,0.0
422,325.37899,1.9235959999999999,2.4956544999999997,89.767341,0.0
424,471.88860999999997,-0.812492,0.7447816999999999,125.14578999999999,0.0
425,388.14633,1.9244495,-0.8767450000000001,73.24005799999999,0.0
426,431.9414,0.8312124,1.8847557000000001,92.477203,0.0
427,267.57943,-3.049458,1.4934598999999997,52.348953,0.0
428,298.05523,-0.731954,2.5120384,122.39438999999999,0.0
430,367.23056,-0.9417479999999999,1.58964,96.051292,0.0
431,360.02713,1.0126196,-0.22109499999999999,96.656478,0.0
433,372.09469,-0.462351,-2.386516,96.181587,0.0
434,316.18472,0.8647642,-1.4680959999999998,85.22861400000001,0.0
435,389.95867000000004,-1.6423150000000002,0.6855916,96.63024899999999,0.0
436,369.66128,1.3029338,-1.351984,98.948211,0.0
438,347.01217,0.8837456,1.3130322,83.38265200000001,0.0
439,346.2677,-0.741675,-2.7152950000000002,86.037712,0.0
440,391.6907,0.597132,0.6758233,101.10935,0.0
441,335.59921,-0.533674,-2.198439,86.471214,0.0
444,374.59148999999996,0.6390491,0.05168,37.520202000000005,0.0
445,279.52755,-0.44247299999999995,3.1150677000000004,74.544097,0.0
446,342.96297999999996,-2.00621,0.9174273999999999,102.84517,0.0
447,457.0455,0.836411,-0.030139,91.522193,0.0
449,342.43106,0.559181,-1.855951,80.708297,0.0
451,313.20837,-1.125848,-0.621785,87.094871,0.0
452,457.25042,0.3843218,0.3480703,92.315513,0.0
454,328.05397999999997,-1.286974,1.6494060000000001,83.125351,0.0
455,412.66149,-1.074581,1.9450398000000002,91.139549,0.0
456,344.35388,-1.8978979999999999,1.9302662,107.50542,0.0
459,405.83004,-1.66308,-2.883693,93.02391,0.0
460,365.39349,-0.34865,2.5242133,92.865997,0.0
461,313.53335,-0.8918719999999999,-2.305515,64.149826,0.0
462,489.4635,-0.039591,2.200592,91.77166700000001,0.0
463,346.24829,0.0851398,0.24489960000000002,90.696929,0.0
464,363.61607999999995,1.3260108999999998,0.2608051,89.03067,0.0
465,293.17355,-0.052708000000000005,1.0849148000000002,80.262947,0.0
466,353.44836000000004,-1.499117,1.4221518,124.52698000000001,0.0
467,441.70562,-1.053991,-1.8760400000000002,143.15129,0.0
468,338.95114,0.12008980000000001,2.7379469,77.467102,0.0
469,386.68817,1.0313975,-3.11185,144.42784,0.0
470,280.62246,-1.290637,0.41453140000000005,64.94714300000001,0.0
471,415.36117,-1.4143290000000002,-2.4018639999999998,203.68783,0.0
474,348.77526,0.8430003,2.5362405,100.15012,0.0
475,343.15744,-1.6508080000000003,-0.804944,91.17896999999999,0.0
478,304.38768999999996,2.0161116000000003,0.9723616,74.823196,0.0
479,345.85467,1.5961898,-2.150345,94.85548399999999,0.0
480,270.85217,0.9612478000000001,-1.6718680000000001,77.192222,0.0
481,256.70937999999995,2.7836065,0.0991495,93.490104,0.0
483,360.93649,0.4631991,-1.26821,90.335884,0.0
484,382.48852,-1.084724,1.6500296000000003,52.341255,0.0
488,324.78988,1.6379051000000002,2.7239406,79.854744,0.0
489,303.66778,-1.259601,-2.4332740000000004,76.59407,0.0
490,303.76007000000004,-1.36931,-1.414992,92.48088800000001,0.0
491,364.26965,1.3913351,-1.515391,86.24879399999999,0.0
492,387.3717,-0.984152,2.1776923999999998,95.400413,0.0
493,474.84747000000004,0.0642807,-1.041509,101.66334,0.0
494,387.72226,-0.464682,-0.009996,86.747085,0.0
496,436.57860999999997,-0.613375,-0.255835,108.36847,0.0
497,294.0484,-1.055169,-1.158875,71.161567,0.0
499,312.30922999999996,-1.37104,2.2323689,87.392623,0.0
500,297.06958,-0.678063,1.722735,107.12308,0.0
501,354.11621,0.0188889,-0.9616379999999999,96.750839,0.0
502,350.6307,1.7014547999999998,0.6731495,96.54920899999999,0.0
503,381.01004,0.48896590000000006,1.9541592,95.36928499999999,0.0
504,410.21884,-0.254035,-2.089394,134.6538,0.0
505,297.68591000000004,-0.068084,0.6573388000000001,104.10228000000001,0.0
506,294.42647999999997,-1.042565,-1.169556,91.49071500000001,0.0
507,323.40547999999995,-1.9095950000000002,0.2063085,83.455688,0.0
508,314.18121,0.8315427,-1.209697,107.56662,0.0
509,393.82525,1.8788324,2.3212409,167.86999,0.0
510,389.79208,0.9384571,-0.577407,94.532493,0.0
511,273.21109,0.2810152,-3.05563,115.55783000000001,0.0
512,324.1094,0.3630616,-0.181137,91.961067,0.0
513,269.39071,-0.29708,1.9724872,84.303733,0.0
514,394.83068,0.656511,-2.973297,90.688713,0.0
516,405.19322999999997,1.4136425,1.9177426,85.79077099999999,0.0
517,378.74447000000004,-1.873245,1.4257874,89.105209,0.0
519,258.92544,-0.11081700000000001,2.5274767000000002,95.06375799999999,0.0
520,405.9711,-0.08838700000000001,-0.8895780000000001,77.45285,0.0
521,348.49227,1.6511919999999998,1.2684916000000002,106.95778,0.0
522,393.07232,1.4954755,-2.903553,71.927162,0.0
523,395.74722,-1.990384,2.2997634,105.50721000000001,0.0
524,308.08294,0.6031187,-1.223024,109.22738000000001,0.0
525,284.70364,0.24739879999999997,2.4234607000000006,95.39280699999999,0.0
527,408.96759,-0.304066,-0.893166,92.48526,0.0
528,389.20791,-1.7220810000000002,2.5425181,80.980575,0.0
529,346.50994,1.7505389,0.8316821,76.1016,0.0
530,355.1239,1.3380034,0.7024368000000001,93.556366,0.0
531,257.86111,-0.971306,0.7602108,94.484832,0.0
533,417.49926,2.1497638,2.3728117,142.96347,0.0
534,389.78097,2.1281223,1.2602781,93.502533,0.0
535,393.02035,-1.3411819999999999,2.9714810000000003,99.671371,0.0
537,340.96328,-1.879378,-1.661057,72.240425,0.0
538,330.08313,0.1824616,1.7043709999999999,91.663589,0.0
539,255.2884,-1.9195799999999998,2.9252947999999996,43.82077,0.0
540,314.73535,-1.742835,0.37208040000000003,117.00743999999999,0.0
541,331.21047999999996,-0.888181,3.1076815,104.99213999999999,0.0
542,383.59365,-0.9067139999999999,0.5186287,105.14431,0.0
543,450.62057000000004,-0.18532200000000001,-1.907715,104.21134,0.0
545,354.54577,-0.599829,0.8142594,83.583297,0.0
546,351.55163,-2.063031,2.4369853999999997,86.074844,0.0
547,373.7517,-0.041509,1.4482008999999998,68.793693,0.0
548,336.82518999999996,-0.956583,-1.480019,63.038467000000004,0.0
550,336.53656,0.09120160000000001,-2.522733,89.74823,0.0
551,343.44973,-1.565667,-0.25645999999999997,98.871849,0.0
552,318.66308,-1.696451,2.0061588,97.69728,0.0
553,298.86865,0.3584398,-1.130767,76.034683,0.0
554,324.34707000000003,0.0098627,-2.142382,78.218856,0.0
555,338.42703,0.2429819,-0.788718,82.786735,0.0
556,359.66641,-1.332368,0.10822060000000001,99.354843,0.0
557,372.16222999999997,-0.6903600000000001,0.3275617,122.01406000000001,0.0
558,409.61151,0.6349816999999999,2.97211,95.161392,0.0
560,332.67132000000004,-1.445726,-2.0759990000000004,102.89848,0.0
561,395.17559,-0.728755,2.6209477999999997,88.736412,0.0
562,349.38555,0.8001453000000001,3.011573,86.140274,0.0
563,431.11305999999996,0.3798315,-2.2626,94.908836,0.0
564,254.85711,0.0366311,1.2146266000000001,82.46202,0.0
565,344.21353,-1.202569,-0.950008,88.75328,0.0
566,310.39092999999997,0.3260265,-2.159675,86.041496,0.0
569,303.0809,-1.6636090000000001,-1.4415120000000001,74.718002,0.0
